orderID,orderDate,orderTime,channel,status,paymentMethod,quantity,unitPrice,discountPct,orderTotal,deliveryDate,rating,customerFirstName,customerLastName,customerEmail,customerCity,customerBirthDate,customerSignupDate,customerAnniversary,customerMoneySpent,employeeFirstName,employeeLastName,employeePosition,employeeBranch,productName,productCategory,productBrand,productPrice,productCost
1578,2024-12-23,11:31:39,in_store,cancelled,cash,2,89.99,0,179.98,,,Mariam,Hakobyan,mariam.hakobyan@gmail.com,Yerevan,1995-02-07,2023-04-10,2023-03-20,3685.98,Vahe,Sahakyan,Store Manager,Yerevan Center,MX Keys,Keyboards,Logitech,89.99,55.00
1019,2024-01-18,13:51:47,in_store,completed,cash,1,25.50,0,25.50,,,Artur,Baghdasaryan,artur.baghdasaryan@gmail.com,Yerevan,1987-09-27,2019-10-22,2016-12-24,10451.07,Nare,Ghazaryan,Sales Associate,Yerevan Mall,Laptop Sleeve 14,Accessories,Generic,25.50,10.00
1157,2024-04-26,13:09:37,in_store,returned,cash,3,14.99,0,44.97,,,Tatev,Martirosyan,tatev.martirosyan@yahoo.com,Yerevan,1994-07-19,2020-09-28,2020-02-14,4005.10,Lilit,Hovhannisyan,Sales Associate,Yerevan Mall,M185,Accessories,Logitech,14.99,7.00
1219,2024-06-01,07:37:16,online,completed,card,2,45.00,0,90.00,2024-06-08,,Hayk,Melikyan,hayk.melikyan@mail.ru,Vanadzor,1993-03-30,2021-09-11,,1815.59,,,,,USB-C Hub 7-in-1,Accessories,Anker,45.00,25.00
1166,2024-05-03,18:15:41,in_store,completed,cash,1,599.00,5,569.05,,5,Aram,Vardanyan,aram.vardanyan@gmail.com,Yerevan,1997-12-09,2020-07-08,2024-01-30,13544.72,Ani,Harutyunyan,Sales Associate,Yerevan Center,Pixel 8,Phones,Google,599.00,470.00
1280,2024-07-25,19:45:36,in_store,completed,cash,1,599.00,0,599.00,,5,Davit,Petrosyan,davit.petrosyan@mail.ru,Gyumri,1988-11-23,2020-11-27,2021-09-14,8230.04,Gor,Mkrtchyan,Senior Sales,Yerevan Center,Pixel 8,Phones,Google,599.00,470.00
1002,2024-01-02,16:28:20,in_store,completed,cash,1,249.00,0,249.00,,,Samvel,Nazaryan,samvel.nazaryan@gmail.com,Gyumri,1979-12-12,2023-11-20,2006-03-15,3463.20,Gor,Mkrtchyan,Senior Sales,Yerevan Center,AirPods Pro,Audio,Apple,249.00,190.00
1151,2024-04-20,14:30:07,online,completed,card,1,79.00,0,79.00,2024-04-27,,Gevorg,Kocharyan,gevorg.kocharyan@gmail.com,Vanadzor,1986-03-17,2022-12-26,2017-05-27,6999.68,,,,,Soundcore Q30,Audio,Anker,79.00,48.00
1379,2024-09-23,16:19:44,in_store,completed,cash,1,249.00,0,249.00,,4,Aram,Vardanyan,aram.vardanyan@gmail.com,Yerevan,1997-12-09,2020-07-08,2024-01-30,13544.72,Hayk,Melikyan,Senior Sales,Yerevan Mall,AirPods Pro,Audio,Apple,249.00,190.00
1330,2024-08-23,17:09:07,in_store,completed,card,1,449.00,0,449.00,,5,Hayk,Melikyan,hayk.melikyan@mail.ru,Vanadzor,1993-03-30,2021-09-11,,1815.59,Ani,Harutyunyan,Sales Associate,Yerevan Center,iPad 10th gen,Tablets,Apple,449.00,360.00
1273,2024-07-22,11:18:04,in_store,completed,cash,2,129.00,0,258.00,,4,Suren,Hayrapetyan,suren.hayrapetyan@gmail.com,Yerevan,1980-10-30,2023-02-17,2010-04-01,3526.16,Hayk,Melikyan,Senior Sales,Yerevan Mall,Flip 6,Audio,JBL,129.00,85.00
1228,2024-06-12,18:41:19,in_store,completed,cash,2,799.00,0,1598.00,,4,Artur,Baghdasaryan,artur.baghdasaryan@gmail.com,Yerevan,1987-09-27,2019-10-22,2016-12-24,10451.07,Ani,Harutyunyan,Sales Associate,Yerevan Center,iPhone 15,Phones,Apple,799.00,650.00
1013,2024-01-15,10:41:25,in_store,completed,transfer,1,449.00,0,449.00,,5,Suren,Hayrapetyan,suren.hayrapetyan@gmail.com,Yerevan,1980-10-30,2023-02-17,2010-04-01,3526.16,Hayk,Melikyan,Senior Sales,Yerevan Mall,iPad 10th gen,Tablets,Apple,449.00,360.00
1205,2024-05-27,15:38:48,in_store,completed,cash,1,74.00,0,74.00,,,Ruben,Asatryan,ruben.asatryan@gmail.com,Yerevan,1975-03-03,2021-09-04,2005-08-20,5885.18,Nare,Ghazaryan,Sales Associate,Yerevan Mall,Portable SSD T7 1TB,Storage,Samsung,74.00,52.00
1216,2024-05-31,13:26:50,in_store,completed,cash,1,799.00,0,799.00,,,Aram,Vardanyan,aram.vardanyan@gmail.com,Yerevan,1997-12-09,2020-07-08,2024-01-30,13544.72,Ani,Harutyunyan,Sales Associate,Yerevan Center,iPhone 15,Phones,Apple,799.00,650.00
1287,2024-07-30,15:48:59,in_store,completed,cash,1,349.00,0,349.00,,,Ruben,Asatryan,ruben.asatryan@gmail.com,Yerevan,1975-03-03,2021-09-04,2005-08-20,5885.18,Hayk,Melikyan,Senior Sales,Yerevan Mall,Odyssey G5 32,Monitors,Samsung,349.00,260.00
1299,2024-08-06,19:29:22,online,completed,card,1,149.00,0,149.00,2024-08-10,3,Nane,Galstyan,nane.galstyan@gmail.com,Yerevan,1998-11-11,2022-04-27,,2997.50,,,,,LaserJet M110,Printers,HP,149.00,105.00
1271,2024-07-19,19:50:29,in_store,completed,card,1,249.00,0,249.00,,5,Sona,Karapetyan,sona.karapetyan@gmail.com,Yerevan,1986-05-25,2021-06-26,2021-04-17,5530.54,Hayk,Melikyan,Senior Sales,Yerevan Mall,Redmi Note 13,Phones,Xiaomi,249.00,190.00
1498,2024-11-20,15:14:46,online,completed,card,1,280.00,0,280.00,2024-11-23,,Gevorg,Kocharyan,gevorg.kocharyan@gmail.com,Vanadzor,1986-03-17,2022-12-26,2017-05-27,6999.68,,,,,ProArt 24,Monitors,ASUS,280.00,210.00
1257,2024-07-06,17:43:31,in_store,completed,card,3,12.90,0,38.70,,3,Armen,Gevorgyan,armen.gevorgyan@gmail.com,Gyumri,1985-12-01,2020-05-13,2015-09-09,9172.79,Arman,Grigoryan,Sales Associate,Gyumri,HDMI 2.1 Cable 2m,Cables,Generic,12.90,4.00
1182,2024-05-14,11:24:50,online,completed,card,1,14.50,0,14.50,2024-05-18,,Mariam,Hakobyan,mariam.hakobyan@gmail.com,Yerevan,1995-02-07,2023-04-10,2023-03-20,3685.98,,,,,USB Flash 128GB,Storage,SanDisk,14.50,8.00
1391,2024-09-27,18:43:25,in_store,completed,card,2,89.99,0,179.98,,4,Armen,Gevorgyan,armen.gevorgyan@gmail.com,Gyumri,1985-12-01,2020-05-13,2015-09-09,9172.79,Nare,Ghazaryan,Sales Associate,Yerevan Mall,MX Keys,Keyboards,Logitech,89.99,55.00
1506,2024-11-26,22:35:40,online,completed,card,3,19.00,15,48.45,2024-11-29,,Davit,Petrosyan,davit.petrosyan@mail.ru,Gyumri,1988-11-23,2020-11-27,2021-09-14,8230.04,,,,,Lightning Cable,Cables,Apple,19.00,8.00
1189,2024-05-20,16:11:17,in_store,completed,cash,1,99.00,0,99.00,,,Karen,Khachatryan,karen.khachatryan@gmail.com,Gyumri,1982-01-15,2020-12-15,2012-06-30,7462.79,Ani,Harutyunyan,Sales Associate,Yerevan Center,MX Master 3S,Accessories,Logitech,99.00,60.00
1595,2024-12-28,12:06:08,in_store,cancelled,cash,2,129.00,0,258.00,,,Armen,Gevorgyan,armen.gevorgyan@gmail.com,Gyumri,1985-12-01,2020-05-13,2015-09-09,9172.79,Gor,Mkrtchyan,Senior Sales,Yerevan Center,Flip 6,Audio,JBL,129.00,85.00
1230,2024-06-12,19:35:07,online,completed,card,1,1100.00,0,1100.00,2024-06-14,,Tigran,Grigoryan,tigran.grigoryan@gmail.com,Gyumri,1983-07-30,2020-12-25,2020-11-05,5291.36,,,,,MacBook Air 13,Laptops,Apple,1100.00,900.00
1362,2024-09-13,18:47:57,in_store,completed,card,1,25.50,0,25.50,,5,Anna,Sargsyan,anna.sargsyan78@mail.ru,Yerevan,1978-10-02,2022-06-05,,2100.34,Gor,Mkrtchyan,Senior Sales,Yerevan Center,Laptop Sleeve 14,Accessories,Generic,25.50,10.00
1103,2024-03-20,18:11:26,in_store,completed,cash,1,149.00,0,149.00,,3,Narek,Manukyan,narek.manukyan@outlook.com,Gyumri,1992-09-03,2022-08-04,2022-02-28,6146.85,Arman,Grigoryan,Sales Associate,Gyumri,Brio 4K,Webcams,Logitech,149.00,100.00
1489,2024-11-16,12:35:24,in_store,completed,card,3,99.00,5,282.15,,,Armen,Gevorgyan,armen.gevorgyan@gmail.com,Gyumri,1985-12-01,2020-05-13,2015-09-09,9172.79,Gor,Mkrtchyan,Senior Sales,Yerevan Center,MX Master 3S,Accessories,Logitech,99.00,60.00
1414,2024-10-12,20:09:39,online,returned,card,1,280.00,0,280.00,2024-10-14,,Samvel,Nazaryan,samvel.nazaryan@gmail.com,Gyumri,1979-12-12,2023-11-20,2006-03-15,3463.20,,,,,ProArt 24,Monitors,ASUS,280.00,210.00
1214,2024-05-30,20:50:00,online,completed,transfer,2,59.00,0,118.00,2024-06-02,3,Ani,Stepanyan,ani.stepanyan@gmail.com,Yerevan,1997-01-09,2020-03-03,2023-11-11,1937.31,,,,,C920,Webcams,Logitech,59.00,38.00
1025,2024-01-19,16:29:49,in_store,completed,cash,1,249.00,10,224.10,,,Hayk,Melikyan,hayk.melikyan@mail.ru,Vanadzor,1993-03-30,2021-09-11,,1815.59,Gor,Mkrtchyan,Senior Sales,Yerevan Center,Redmi Note 13,Phones,Xiaomi,249.00,190.00
1262,2024-07-11,13:44:34,in_store,completed,cash,1,799.00,0,799.00,,3,Nane,Galstyan,nane.galstyan@gmail.com,Yerevan,1998-11-11,2022-04-27,,2997.50,Vahe,Sahakyan,Store Manager,Yerevan Center,iPhone 15,Phones,Apple,799.00,650.00
1278,2024-07-25,13:24:44,in_store,completed,transfer,1,14.99,0,14.99,,5,Aram,Vardanyan,aram.vardanyan@gmail.com,Yerevan,1997-12-09,2020-07-08,2024-01-30,13544.72,Gor,Mkrtchyan,Senior Sales,Yerevan Center,M185,Accessories,Logitech,14.99,7.00
1310,2024-08-13,13:28:56,in_store,completed,card,2,12.90,5,24.51,,4,Meline,Poghosyan,meline.poghosyan@outlook.com,Yerevan,1992-05-05,2019-02-08,,1145.20,Gor,Mkrtchyan,Senior Sales,Yerevan Center,HDMI 2.1 Cable 2m,Cables,Generic,12.90,4.00
1061,2024-02-19,10:13:43,in_store,completed,card,1,39.99,0,39.99,,4,Tigran,Grigoryan,tigran.grigoryan@gmail.com,Gyumri,1983-07-30,2020-12-25,2020-11-05,5291.36,Hayk,Melikyan,Senior Sales,Yerevan Mall,K380,Keyboards,Logitech,39.99,22.00
1429,2024-10-26,15:16:12,in_store,completed,cash,2,249.00,0,498.00,,5,Lilit,Hovhannisyan,lilit.hovhannisyan@mail.ru,Abovyan,1990-06-14,2023-02-11,2019-05-05,8978.29,Gor,Mkrtchyan,Senior Sales,Yerevan Center,Redmi Note 13,Phones,Xiaomi,249.00,190.00
1402,2024-10-04,09:55:18,online,completed,card,2,280.00,0,560.00,2024-10-06,5,Davit,Petrosyan,davit.petrosyan@mail.ru,Gyumri,1988-11-23,2020-11-27,2021-09-14,8230.04,,,,,ProArt 24,Monitors,ASUS,280.00,210.00
1295,2024-08-05,09:33:18,online,completed,card,1,19.00,0,19.00,2024-08-09,5,Vahan,Torosyan,vahan.torosyan@yahoo.com,Yerevan,1989-08-08,2023-11-03,2018-10-10,8575.72,,,,,Lightning Cable,Cables,Apple,19.00,8.00
1385,2024-09-26,11:11:57,in_store,completed,cash,2,1250.00,0,2500.00,,4,Vahan,Torosyan,vahan.torosyan@yahoo.com,Yerevan,1989-08-08,2023-11-03,2018-10-10,8575.72,Hayk,Melikyan,Senior Sales,Yerevan Mall,ThinkPad X1 Carbon,Laptops,Lenovo,1250.00,980.00
1222,2024-06-05,16:34:05,in_store,completed,cash,2,45.00,10,81.00,,5,Tatev,Martirosyan,tatev.martirosyan@yahoo.com,Yerevan,1994-07-19,2020-09-28,2020-02-14,4005.10,Gor,Mkrtchyan,Senior Sales,Yerevan Center,USB-C Hub 7-in-1,Accessories,Anker,45.00,25.00
1284,2024-07-30,10:15:47,in_store,completed,cash,2,249.00,0,498.00,,4,Gevorg,Kocharyan,gevorg.kocharyan@gmail.com,Vanadzor,1986-03-17,2022-12-26,2017-05-27,6999.68,Ani,Harutyunyan,Sales Associate,Yerevan Center,AirPods Pro,Audio,Apple,249.00,190.00
1528,2024-12-07,14:08:15,in_store,completed,card,2,59.00,15,100.30,,4,Arpine,Simonyan,arpine.simonyan@yahoo.com,Yerevan,2000-02-29,2022-12-08,,2478.95,Ani,Harutyunyan,Sales Associate,Yerevan Center,C920,Webcams,Logitech,59.00,38.00
1523,2024-12-05,17:02:18,in_store,completed,cash,1,890.00,0,890.00,,5,Davit,Petrosyan,davit.petrosyan@mail.ru,Gyumri,1988-11-23,2020-11-27,2021-09-14,8230.04,Arman,Grigoryan,Sales Associate,Gyumri,ZenBook 14,Laptops,ASUS,890.00,720.00
1263,2024-07-11,14:23:36,online,completed,card,1,14.99,0,14.99,2024-07-15,,Tatev,Martirosyan,tatev.martirosyan@yahoo.com,Yerevan,1994-07-19,2020-09-28,2020-02-14,4005.10,,,,,M185,Accessories,Logitech,14.99,7.00
1121,2024-03-30,19:55:30,in_store,cancelled,card,1,890.00,0,890.00,,,Gevorg,Kocharyan,gevorg.kocharyan@gmail.com,Vanadzor,1986-03-17,2022-12-26,2017-05-27,6999.68,Nare,Ghazaryan,Sales Associate,Yerevan Mall,ZenBook 14,Laptops,ASUS,890.00,720.00
1126,2024-04-03,12:02:34,online,completed,card,1,74.00,5,70.30,2024-04-10,4,Mariam,Hakobyan,mariam.hakobyan@gmail.com,Yerevan,1995-02-07,2023-04-10,2023-03-20,3685.98,,,,,Portable SSD T7 1TB,Storage,Samsung,74.00,52.00
1264,2024-07-12,07:45:11,online,completed,card,3,45.00,0,135.00,2024-07-17,,Davit,Petrosyan,davit.petrosyan@mail.ru,Gyumri,1988-11-23,2020-11-27,2021-09-14,8230.04,,,,,USB-C Hub 7-in-1,Accessories,Anker,45.00,25.00
1427,2024-10-25,15:23:29,in_store,completed,cash,1,9.90,0,9.90,,,Karen,Khachatryan,karen.khachatryan@gmail.com,Gyumri,1982-01-15,2020-12-15,2012-06-30,7462.79,Gor,Mkrtchyan,Senior Sales,Yerevan Center,USB-C Cable 1m,Cables,Anker,9.90,3.00
1437,2024-10-30,16:29:03,in_store,completed,card,2,12.90,0,25.80,,,Artur,Baghdasaryan,artur.baghdasaryan@gmail.com,Yerevan,1987-09-27,2019-10-22,2016-12-24,10451.07,Ani,Harutyunyan,Sales Associate,Yerevan Center,HDMI 2.1 Cable 2m,Cables,Generic,12.90,4.00
1181,2024-05-11,16:49:10,in_store,completed,cash,2,280.00,5,532.00,,4,Lilit,Hovhannisyan,lilit.hovhannisyan@mail.ru,Abovyan,1990-06-14,2023-02-11,2019-05-05,8978.29,Lilit,Hovhannisyan,Sales Associate,Yerevan Mall,ProArt 24,Monitors,ASUS,280.00,210.00
1457,2024-11-07,14:08:08,in_store,completed,card,2,25.50,0,51.00,,,Anna,Sargsyan,anna.sargsyan78@mail.ru,Yerevan,1978-10-02,2022-06-05,,2100.34,Hayk,Melikyan,Senior Sales,Yerevan Mall,Laptop Sleeve 14,Accessories,Generic,25.50,10.00
1596,2024-12-28,14:28:24,in_store,completed,cash,1,89.00,0,89.00,,,Armen,Gevorgyan,armen.gevorgyan@gmail.com,Gyumri,1985-12-01,2020-05-13,2015-09-09,9172.79,Hayk,Melikyan,Senior Sales,Yerevan Mall,Archer AX55 Router,Networking,TP-Link,89.00,60.00
1586,2024-12-26,15:30:40,in_store,completed,card,2,89.99,15,152.98,,3,Karen,Khachatryan,karen.khachatryan@gmail.com,Gyumri,1982-01-15,2020-12-15,2012-06-30,7462.79,Ani,Harutyunyan,Sales Associate,Yerevan Center,MX Keys,Keyboards,Logitech,89.99,55.00
1274,2024-07-22,19:45:31,in_store,completed,card,1,59.00,0,59.00,,5,Davit,Petrosyan,davit.petrosyan@mail.ru,Gyumri,1988-11-23,2020-11-27,2021-09-14,8230.04,Nare,Ghazaryan,Sales Associate,Yerevan Mall,C920,Webcams,Logitech,59.00,38.00
1515,2024-12-02,11:18:50,online,completed,card,1,599.00,0,599.00,2024-12-03,,Nane,Galstyan,nane.galstyan@gmail.com,Yerevan,1998-11-11,2022-04-27,,2997.50,,,,,Pixel 8,Phones,Google,599.00,470.00
1517,2024-12-02,15:27:20,in_store,completed,cash,1,9.90,0,9.90,,5,Anna,Sargsyan,anna.sargsyan@gmail.com,Yerevan,1991-04-12,2021-04-24,2022-06-01,5988.47,Lilit,Hovhannisyan,Sales Associate,Yerevan Mall,USB-C Cable 1m,Cables,Anker,9.90,3.00
1460,2024-11-08,14:32:33,in_store,completed,card,1,149.00,5,141.55,,4,Lilit,Hovhannisyan,lilit.hovhannisyan@mail.ru,Abovyan,1990-06-14,2023-02-11,2019-05-05,8978.29,Ani,Harutyunyan,Sales Associate,Yerevan Center,Brio 4K,Webcams,Logitech,149.00,100.00
1407,2024-10-07,12:46:04,in_store,completed,cash,2,99.00,0,198.00,,4,Diana,Aleksanyan,diana.aleksanyan@mail.ru,Yerevan,1999-09-09,2020-08-06,,2327.00,Hayk,Melikyan,Senior Sales,Yerevan Mall,MX Master 3S,Accessories,Logitech,99.00,60.00
1023,2024-01-19,12:47:39,online,returned,card,1,349.00,0,349.00,2024-01-26,,Gevorg,Kocharyan,gevorg.kocharyan@gmail.com,Vanadzor,1986-03-17,2022-12-26,2017-05-27,6999.68,,,,,Odyssey G5 32,Monitors,Samsung,349.00,260.00
1239,2024-06-20,10:58:21,in_store,completed,cash,2,12.90,0,25.80,,5,Anna,Sargsyan,anna.sargsyan78@mail.ru,Yerevan,1978-10-02,2022-06-05,,2100.34,Gor,Mkrtchyan,Senior Sales,Yerevan Center,HDMI 2.1 Cable 2m,Cables,Generic,12.90,4.00
1195,2024-05-22,17:34:01,online,completed,card,1,129.00,0,129.00,2024-05-28,,Narek,Manukyan,narek.manukyan@outlook.com,Gyumri,1992-09-03,2022-08-04,2022-02-28,6146.85,,,,,Flip 6,Audio,JBL,129.00,85.00
1392,2024-09-27,18:50:54,online,completed,card,1,1250.00,0,1250.00,2024-10-02,3,Arpine,Simonyan,arpine.simonyan@yahoo.com,Yerevan,2000-02-29,2022-12-08,,2478.95,,,,,ThinkPad X1 Carbon,Laptops,Lenovo,1250.00,980.00
1095,2024-03-12,16:41:56,in_store,cancelled,card,2,9.90,0,19.80,,,Hayk,Melikyan,hayk.melikyan@mail.ru,Vanadzor,1993-03-30,2021-09-11,,1815.59,Vahe,Sahakyan,Store Manager,Yerevan Center,USB-C Cable 1m,Cables,Anker,9.90,3.00
1566,2024-12-19,18:56:09,in_store,completed,transfer,1,129.00,0,129.00,,5,Tatev,Martirosyan,tatev.martirosyan@yahoo.com,Yerevan,1994-07-19,2020-09-28,2020-02-14,4005.10,Gor,Mkrtchyan,Senior Sales,Yerevan Center,Flip 6,Audio,JBL,129.00,85.00
1365,2024-09-14,16:56:40,in_store,completed,cash,2,45.00,0,90.00,,5,Davit,Petrosyan,davit.petrosyan@mail.ru,Gyumri,1988-11-23,2020-11-27,2021-09-14,8230.04,Ani,Harutyunyan,Sales Associate,Yerevan Center,USB-C Hub 7-in-1,Accessories,Anker,45.00,25.00
1052,2024-02-12,22:28:29,online,completed,card,1,299.00,0,299.00,2024-02-19,3,Gevorg,Kocharyan,gevorg.kocharyan@gmail.com,Vanadzor,1986-03-17,2022-12-26,2017-05-27,6999.68,,,,,WH-1000XM5,Audio,Sony,299.00,220.00
1504,2024-11-25,09:49:21,online,completed,card,1,89.99,15,76.49,2024-12-01,5,Davit,Petrosyan,davit.petrosyan@mail.ru,Gyumri,1988-11-23,2020-11-27,2021-09-14,8230.04,,,,,MX Keys,Keyboards,Logitech,89.99,55.00
1413,2024-10-12,18:56:24,in_store,completed,card,3,45.00,0,135.00,,5,Suren,Hayrapetyan,suren.hayrapetyan@gmail.com,Yerevan,1980-10-30,2023-02-17,2010-04-01,3526.16,Lilit,Hovhannisyan,Sales Associate,Yerevan Mall,USB-C Hub 7-in-1,Accessories,Anker,45.00,25.00
1090,2024-03-11,14:17:29,in_store,completed,cash,1,79.00,10,71.10,,5,Sona,Karapetyan,sona.karapetyan@gmail.com,Yerevan,1986-05-25,2021-06-26,2021-04-17,5530.54,Nare,Ghazaryan,Sales Associate,Yerevan Mall,Soundcore Q30,Audio,Anker,79.00,48.00
1440,2024-10-31,19:19:29,in_store,completed,card,1,99.00,0,99.00,,5,Ruben,Asatryan,ruben.asatryan@gmail.com,Yerevan,1975-03-03,2021-09-04,2005-08-20,5885.18,Ani,Harutyunyan,Sales Associate,Yerevan Center,MX Master 3S,Accessories,Logitech,99.00,60.00
1453,2024-11-06,18:30:51,in_store,completed,transfer,1,59.00,0,59.00,,,Armen,Gevorgyan,armen.gevorgyan@gmail.com,Gyumri,1985-12-01,2020-05-13,2015-09-09,9172.79,Ani,Harutyunyan,Sales Associate,Yerevan Center,C920,Webcams,Logitech,59.00,38.00
1020,2024-01-18,17:40:11,in_store,completed,cash,1,1100.00,0,1100.00,,5,Ruben,Asatryan,ruben.asatryan@gmail.com,Yerevan,1975-03-03,2021-09-04,2005-08-20,5885.18,Gor,Mkrtchyan,Senior Sales,Yerevan Center,MacBook Air 13,Laptops,Apple,1100.00,900.00
1265,2024-07-13,17:52:10,in_store,completed,card,1,79.00,10,71.10,,5,Armen,Gevorgyan,armen.gevorgyan@gmail.com,Gyumri,1985-12-01,2020-05-13,2015-09-09,9172.79,Lilit,Hovhannisyan,Sales Associate,Yerevan Mall,Soundcore Q30,Audio,Anker,79.00,48.00
1115,2024-03-28,16:09:20,in_store,completed,transfer,1,799.00,5,759.05,,5,Anna,Sargsyan,anna.sargsyan78@mail.ru,Yerevan,1978-10-02,2022-06-05,,2100.34,Arman,Grigoryan,Sales Associate,Gyumri,iPhone 15,Phones,Apple,799.00,650.00
1046,2024-02-07,13:48:00,in_store,completed,transfer,1,99.00,0,99.00,,4,Aram,Vardanyan,aram.vardanyan@gmail.com,Yerevan,1997-12-09,2020-07-08,2024-01-30,13544.72,Hayk,Melikyan,Senior Sales,Yerevan Mall,MX Master 3S,Accessories,Logitech,99.00,60.00
